Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
40911.0,3.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,666666.6667,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1024.0,-1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,24137.0,1.0,1.0,45.0,150.0,45.0,45.0,45.0,0.0,150.0,150.0,150.0,0.0,8078.883043,82.8603389,24137.0,0.0,24137.0,24137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,41.43016945,41.43016945,45.0,150.0,80.0,60.62177826,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.0,45.0,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,1.0,150.0,-1.0,-1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947.0,48.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,41666.66667,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1024.0,-1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,62737.0,2.0,2.0,70.0,174.0,35.0,35.0,35.0,0.0,87.0,87.0,87.0,0.0,3889.251957,63.7582288,20912.33333,36216.02769,62731.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,80.0,31.8791144,31.8791144,35.0,87.0,55.8,28.48157299,811.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.75,35.0,87.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,174.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,215.0,2.0,2.0,140.0,396.0,70.0,70.0,70.0,0.0,198.0,198.0,198.0,0.0,2493023.256,18604.65116,71.66666667,83.06824504,164.0,3.0,3.0,3.0,0.0,3.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,9302.325581,9302.325581,70.0,198.0,121.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.5,70.0,198.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,2.0,396.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099.0,98.0,2.0,2.0,4.0,12.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,163265.3061,40816.32653,32.66666667,24.90649179,49.0,4.0,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,48.0,40.0,20408.16327,20408.16327,2.0,6.0,3.6,2.19089023,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.0,1024.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,235.0,2.0,2.0,94.0,256.0,47.0,47.0,47.0,0.0,128.0,128.0,128.0,0.0,1489361.702,17021.2766,78.33333333,95.44282756,185.0,1.0,1.0,1.0,0.0,1.0,1.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,40.0,40.0,8510.638298,8510.638298,47.0,128.0,79.4,44.36552716,1968.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.25,47.0,128.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,2.0,256.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,106.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,113207.5472,18867.92453,106.0,0.0,106.0,106.0,106.0,106.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,18867.92453,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,256.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20222.0,29.0,2.0,2.0,4.0,12.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,551724.1379,137931.0345,9.666666667,15.011107,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,40.0,68965.51724,68965.51724,2.0,6.0,3.6,2.19089023,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.0,1024.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5906.0,4.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,500000.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1024.0,-1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463.0,7.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,1714285.714,285714.2857,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,142857.1429,142857.1429,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,360.0,258.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,30610.0,1.0,1.0,61.0,89.0,61.0,61.0,61.0,0.0,89.0,89.0,89.0,0.0,4900.35936,65.3381248,30610.0,0.0,30610.0,30610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.6690624,32.6690624,61.0,89.0,70.33333333,16.16580754,261.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.5,61.0,89.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,1.0,89.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,30558.0,4.0,2.0,100.0,172.0,25.0,25.0,25.0,0.0,86.0,86.0,86.0,0.0,8901.106093,196.3479285,6111.6,10642.33275,24594.0,3.0,24600.0,8200.0,14197.62047,24594.0,3.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,80.0,40.0,130.898619,65.44930951,25.0,86.0,42.42857143,29.76495222,885.952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,25.0,86.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,2.0,172.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067.0,48.0,2.0,0.0,37.0,0.0,31.0,6.0,18.5,17.67766953,0.0,0.0,0.0,0.0,770833.3333,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,41666.66667,0.0,6.0,31.0,22.66666667,14.43375673,208.3333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,18.5,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,0.0,980.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070.0,76.0,2.0,2.0,4.0,12.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,210526.3158,52631.57895,25.33333333,23.02896727,49.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,48.0,40.0,26315.78947,26315.78947,2.0,6.0,3.6,2.19089023,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.0,1024.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443.0,60770170.0,15.0,14.0,2208.0,5732.0,1888.0,0.0,147.2,484.991782,1535.0,0.0,409.4285714,661.7175454,130.6562085,0.477207814,2170363.214,4158906.948,10000000.0,4.0,60800000.0,4340726.429,5142471.028,10100000.0,99.0,60700000.0,4667938.077,5204888.72,10100000.0,44.0,0.0,0.0,0.0,0.0,488.0,456.0,0.246831628,0.230376186,0.0,1888.0,264.6666667,574.0286748,329508.9195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,273.7931034,147.2,409.4285714,488.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2208.0,14.0,5732.0,29200.0,133.0,3.0,32.0,138253.3333,126310.2803,396083.0,86572.0,9990091.833,60126.53885,10000000.0,9879551.0,0.0
443.0,22269.0,4.0,1.0,24.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,1347.164219,224.5273699,5567.25,11085.21719,22195.0,1.0,22269.0,7423.0,12855.28109,22267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,179.6218959,44.90547398,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,6.0,0.0,290.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,375095.0,3.0,4.0,488.0,147.0,482.0,0.0,162.6666667,276.5670503,135.0,0.0,36.75,65.56104026,1692.904464,18.66193898,62515.83333,93290.04283,183392.0,3.0,191287.0,95643.5,122798.2849,182475.0,8812.0,192738.0,64246.0,110917.2591,192322.0,3.0,0.0,0.0,0.0,0.0,72.0,92.0,7.997973847,10.66396513,0.0,482.0,79.375,169.1380987,28607.69643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90.71428571,162.6666667,36.75,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,488.0,4.0,147.0,8192.0,54.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,50425.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1903.817551,39.66286564,50425.0,0.0,50425.0,50425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,19.83143282,19.83143282,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,48.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,71924.0,2.0,2.0,74.0,188.0,37.0,37.0,37.0,0.0,94.0,94.0,94.0,0.0,3642.733997,55.6142595,23974.66667,41521.01066,71919.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,27.80712975,27.80712975,37.0,94.0,59.8,31.22018578,974.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.75,37.0,94.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,2.0,188.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,268.0,2.0,2.0,70.0,340.0,35.0,35.0,35.0,0.0,170.0,170.0,170.0,0.0,1529850.746,14925.37313,89.33333333,152.9978213,266.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,40.0,7462.686567,7462.686567,35.0,170.0,89.0,73.94254526,5467.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.25,35.0,170.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,2.0,340.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443.0,5396912.0,9.0,7.0,381.0,5074.0,194.0,0.0,42.33333333,69.39380376,1460.0,0.0,724.8571429,685.4595608,1010.763192,2.964658308,359794.1333,1341046.499,5206828.0,4.0,5396912.0,674614.0,1831502.144,5206828.0,4.0,118058.0,19676.33333,29250.82905,62538.0,48.0,0.0,0.0,0.0,0.0,192.0,152.0,1.667620298,1.29703801,0.0,1460.0,320.8823529,547.7963675,300080.8603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,340.9375,42.33333333,724.8571429,192.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,381.0,7.0,5074.0,8192.0,119.0,8.0,20.0,190080.0,0.0,190080.0,190080.0,5206828.0,0.0,5206828.0,5206828.0,0.0
53.0,63652371.0,2.0,2.0,108.0,180.0,66.0,42.0,54.0,16.97056275,122.0,58.0,90.0,45.254834,4.524576154,0.062841335,21200000.0,36700000.0,63600000.0,30823.0,63600000.0,63600000.0,0.0,63600000.0,63600000.0,63600000.0,63600000.0,0.0,63600000.0,63600000.0,0.0,0.0,0.0,0.0,64.0,64.0,0.031420668,0.031420668,42.0,122.0,70.8,30.25227264,915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,54.0,90.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,2.0,180.0,-1.0,-1.0,1.0,32.0,30910.0,0.0,30910.0,30910.0,63600000.0,0.0,63600000.0,63600000.0,0.0
49584.0,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,8727.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
