Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,118167657,15,15,1082,4590,423,0,72.13333333,113.5743096,1430,0,306.0,498.4465869,47.99959772,0.253876575,4074746.793,15200000.0,58900000,1,118000000,8440546.929,21400000.0,58900000,57,118000000,8434986.786,21400000.0,59000000,1,0,0,0,0,312,312,0.126938287,0.126938287,0,1430,182.9677419,369.8499231,136788.9656,0,0,0,1,0,0,0,0,1,189.0666667,72.13333333,306.0,312,0,0,0,0,0,0,15,1082,15,4590,8192,360,14,20,189672.5,177058.8309,314872,64473,58900000.0,124638.8839,58900000,58800000,BENIGN
144,60,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,133333.3333,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16666.66667,16666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,80,274,40,40,40.0,0.0,137,137,137.0,0.0,1923913.043,21739.13043,61.33333333,100.1715196,177,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10869.56522,10869.56522,40,137,78.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,98.5,40.0,137.0,40,0,0,0,0,0,0,2,80,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,19092,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,628.5355123,104.7559187,19092.0,0.0,19092,19092,19092,19092.0,0.0,19092,19092,0,0.0,0.0,0,0,0,0,0,0,40,0,104.7559187,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54084,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,159,274,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1202142,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,9.982181805,1.663696968,1202142.0,0.0,1202142,1202142,1202142,1202142.0,0.0,1202142,1202142,0,0.0,0.0,0,0,0,0,0,0,40,0,1.663696968,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36216,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,52372432,17,15,2343,10587,461,0,137.8235294,211.3197327,2149,0,705.8,887.9200575,246.8856134,0.611008479,1689433.29,3484885.671,10000000,1,46400000,2902600.938,4350721.762,10000000,102,52400000,3739796.071,4460711.779,10000000,191,0,0,0,0,360,312,0.324598254,0.286410224,0,2149,391.8181818,672.7077028,452535.6534,0,0,0,1,0,0,0,0,0,404.0625,137.8235294,705.8,360,0,0,0,0,0,0,17,2343,15,10587,29200,34,16,20,1605004.75,3179753.501,6374635,15002,10000000.0,9044.431252,10000000,10000000,BENIGN
53,20427,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,15861.35996,195.8192588,6809.0,11712.1276,20333,46,48,48.0,0.0,48,48,46,46.0,0.0,46,46,0,0,0,0,64,40,97.90962941,97.90962941,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,99,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20202.0202,99.0,0.0,99,99,99,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0,0,0,64,0,20202.0202,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,344,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9503,30,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
43044,9300,2,1,38,6,38,0,19.0,26.87005769,6,6,6.0,0.0,4731.182796,322.5806452,4650.0,6465.784407,9222,78,9300,9300.0,0.0,9300,9300,0,0.0,0.0,0,0,1,0,0,0,64,20,215.0537634,107.5268817,0,38,20.5,20.35517952,414.3333333,0,1,0,0,1,0,0,0,0,27.33333333,19.0,6.0,64,0,0,0,0,0,0,2,38,1,6,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,152,3,0,49,0,37,6,16.33333333,17.89785834,0,0,0.0,0.0,322368.4211,19736.84211,76.0,39.59797975,104,48,152,76.0,39.59797975,104,48,0,0.0,0.0,0,0,0,0,0,0,60,0,19736.84211,0.0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0.0,60,0,0,0,0,0,0,3,49,0,0,254,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2811,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3871,71,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,225352.1127,56338.02817,23.66666667,24.11085509,49,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,48,40,28169.01408,28169.01408,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
27356,32,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,500000.0,125000.0,10.66666667,13.27905619,26,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,48,40,62500.0,62500.0,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,9337,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,214.2015637,9337.0,0.0,9337,9337,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,107.1007818,107.1007818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42484,48,2,2,12,4,6,6,6.0,0.0,2,2,2.0,0.0,333333.3333,83333.33333,16.0,18.24828759,37,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,48,41666.66667,41666.66667,2,6,4.4,2.19089023,4.8,1,0,0,0,1,0,0,0,1,5.5,6.0,2.0,40,0,0,0,0,0,0,2,12,2,4,0,1024,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30755,1,1,57,73,57,57,57.0,0.0,73,73,73.0,0.0,4226.954967,65.03007641,30755.0,0.0,30755,30755,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.51503821,32.51503821,57,73,62.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,93.5,57.0,73.0,20,0,0,0,0,0,0,1,57,1,73,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91106,1,1,45,118,45,45,45.0,0.0,118,118,118.0,0.0,1789.124756,21.95245099,91106.0,0.0,91106,91106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,10.9762255,10.9762255,45,118,69.33333333,42.14656965,1776.333333,0,0,0,0,0,0,0,0,1,104.0,45.0,118.0,32,0,0,0,0,0,0,1,45,1,118,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,266284,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,383.0496763,7.510777966,266284.0,0.0,266284,266284,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.755388983,3.755388983,43,59,48.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,20,0,0,0,0,0,0,1,43,1,59,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5777062,8,5,373,3132,192,0,46.625,72.16437091,1615,0,626.4,833.7531409,606.7097774,2.250278775,481421.8333,1609349.177,5591345,30,5777062,825294.5714,2101791.2,5591345,48,121299,30324.75,33754.81016,64604,208,0,0,0,0,172,112,1.384786938,0.865491837,0,1615,250.3571429,549.0414875,301446.5549,0,0,0,1,0,0,0,0,0,269.6153846,46.625,626.4,172,0,0,0,0,0,0,8,373,5,3132,8192,110,7,20,185669.0,0.0,185669,185669,5591345.0,0.0,5591345,5591345,BENIGN
443,1543438,150,179,3159,354923,641,0,21.06,103.9488923,4344,0,1982.810056,833.4593387,232002.8404,213.1604898,4705.603659,25703.22235,360127,1,1543438,10358.6443,37626.43984,360127,1,1389281,7804.949438,42483.32018,452653,1,0,0,0,0,4808,5736,97.18563363,115.9748561,0,4344,1085.09697,1157.13227,1338955.091,0,0,0,1,0,0,0,0,1,1088.395137,21.06,1982.810056,4808,0,0,0,0,0,0,150,3159,179,354923,29200,10,8,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52855,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193,2,2,90,354,45,45,45.0,0.0,177,177,177.0,0.0,2300518.135,20725.3886,64.33333333,106.2324495,187,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,45,177,97.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,122.25,45.0,177.0,40,0,0,0,0,0,0,2,90,2,354,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3030,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63636,6,4,121,3110,121,0,20.16666667,49.39804315,1338,0,777.5,671.0238446,50773.14728,157.1437551,7070.666667,12229.84421,28479,43,63636,12727.2,14698.06202,28674,111,29314,9771.333333,16758.25272,29122,43,0,0,0,0,204,136,94.28625306,62.85750204,0,1338,293.7272727,532.3957346,283445.2182,0,0,0,1,0,0,0,0,0,323.1,20.16666667,777.5,204,0,0,0,0,0,0,6,121,4,3110,65535,4050,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,344033,14,20,732,24653,350,0,52.28571429,103.3585459,2920,0,1232.65,832.6613815,73786.52629,98.82772874,10425.24242,20833.29672,78224,1,343987,26460.53846,32180.04623,87231,141,308490,16236.31579,44256.36146,189838,1,0,0,0,0,292,412,40.69377066,58.13395808,0,2920,725.2857143,863.0907038,744925.563,0,0,0,1,0,0,0,0,1,746.6176471,52.28571429,1232.65,292,0,0,0,0,0,0,14,732,20,24653,8192,131,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117256500,14,12,1008,4656,363,0,72.0,105.1116622,1460,0,388.0,548.3489267,48.30435839,0.221736108,4690260.0,16100000.0,58200000,49,117000000,9019730.769,21800000.0,58200000,118,117000000,10600000.0,23500000.0,58200000,49,0,0,0,0,292,248,0.119396366,0.102339742,0,1460,209.7777778,399.1387202,159311.7179,0,0,0,1,0,0,0,0,0,217.8461538,72.0,388.0,292,0,0,0,0,0,0,14,1008,12,4656,8192,16384,13,20,451008.0,285122.4247,652620,249396,58100000.0,227665.049,58200000,57900000,BENIGN
9998,4,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,48,0,500000.0,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15126680,5,5,449,1786,431,0,89.8,190.7542922,1774,0,357.2,792.0209593,147.7521836,0.661083595,1680742.222,3517900.732,10000000,30,10200000,2540935.25,4973328.734,10000000,23204,15100000,3775876.75,4756374.809,10000000,736,0,0,0,0,112,124,0.330541798,0.330541798,0,1774,203.1818182,536.5543436,287890.5636,0,0,0,1,0,0,0,0,1,223.5,89.8,357.2,112,0,0,0,0,0,0,5,449,5,1786,8192,946,4,20,163098.0,0.0,163098,163098,10000000.0,0.0,10000000,10000000,BENIGN
53840,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,248,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5678,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49903,27873,15,6,18467,24,2920,0,1231.133333,1054.492489,6,0,4.0,3.098386677,663401.8584,753.4172855,1393.65,5038.635156,22248,2,27873,1990.928571,5991.171357,22248,2,22659,4531.8,10047.95769,22506,3,0,0,0,0,324,144,538.155204,215.2620816,0,2920,840.5,1041.088247,1083864.738,0,0,0,1,0,0,0,0,0,880.5238095,1231.133333,4.0,324,0,0,0,0,0,0,15,18467,6,24,8192,357,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
